timestamp,model,scale,seed,config,psnr,ssim,lpips,score,mae,rmse,error_std,epochs,lr,loss
2026-05-03 04:34:35,mfn,2,2,"input_scale=256.0, alpha=6.0, beta=1.0",26.2448,0.6847,0.5002,30.5913,0.0328,0.0487,0.0317,100,0.0001,mse
2026-05-03 04:51:34,mfn,2,3,"input_scale=256.0, alpha=6.0, beta=1.0",26.4041,0.6914,0.4967,30.8347,0.0319,0.0478,0.0316,100,0.0001,mse
2026-05-03 05:09:10,mfn,2,4,"input_scale=256.0, alpha=6.0, beta=1.0",26.3944,0.6896,0.4976,30.8020,0.0321,0.0479,0.0314,100,0.0001,mse
2026-05-03 05:26:30,mfn,2,5,"input_scale=256.0, alpha=6.0, beta=1.0",26.3090,0.6848,0.5020,30.6468,0.0324,0.0484,0.0318,100,0.0001,mse
2026-05-03 05:44:02,mfn,2,6,"input_scale=256.0, alpha=6.0, beta=1.0",26.3251,0.6859,0.4995,30.6869,0.0324,0.0483,0.0316,100,0.0001,mse
2026-05-03 06:01:08,mfn,2,7,"input_scale=256.0, alpha=6.0, beta=1.0",26.3349,0.6830,0.5031,30.6496,0.0323,0.0482,0.0318,100,0.0001,mse
2026-05-03 06:18:06,mfn,2,8,"input_scale=256.0, alpha=6.0, beta=1.0",26.3588,0.6843,0.4998,30.7028,0.0322,0.0481,0.0316,100,0.0001,mse
2026-05-03 06:35:11,mfn,2,9,"input_scale=256.0, alpha=6.0, beta=1.0",26.3330,0.6858,0.5014,30.6844,0.0324,0.0482,0.0316,100,0.0001,mse
2026-04-29 02:18:46,mfn,4,0,"input_scale=256.0, alpha=6.0, beta=1.0",24.3771,0.5391,0.5642,26.9468,0.0423,0.0604,0.0376,100,0.0001,mse
2026-04-29 02:36:19,mfn,4,1,"input_scale=256.0, alpha=6.0, beta=1.0",24.6705,0.5639,0.5541,27.5389,0.0405,0.0584,0.0370,100,0.0001,mse
2026-04-29 02:53:40,mfn,4,2,"input_scale=256.0, alpha=6.0, beta=1.0",24.3662,0.5392,0.5631,26.9428,0.0423,0.0605,0.0379,100,0.0001,mse
2026-04-29 03:10:22,mfn,4,3,"input_scale=256.0, alpha=6.0, beta=1.0",24.5565,0.5573,0.5551,27.3545,0.0410,0.0592,0.0375,100,0.0001,mse
2026-04-29 03:27:07,mfn,4,4,"input_scale=256.0, alpha=6.0, beta=1.0",24.5059,0.5503,0.5571,27.2237,0.0414,0.0595,0.0377,100,0.0001,mse
2026-04-29 03:43:21,mfn,4,5,"input_scale=256.0, alpha=6.0, beta=1.0",24.4515,0.5459,0.5618,27.1017,0.0418,0.0599,0.0376,100,0.0001,mse
2026-04-29 03:59:46,mfn,4,6,"input_scale=256.0, alpha=6.0, beta=1.0",24.3941,0.5454,0.5596,27.0503,0.0420,0.0603,0.0380,100,0.0001,mse
2026-04-29 04:15:38,mfn,4,7,"input_scale=256.0, alpha=6.0, beta=1.0",24.5289,0.5474,0.5627,27.1894,0.0415,0.0594,0.0372,100,0.0001,mse
2026-04-29 04:32:21,mfn,4,8,"input_scale=256.0, alpha=6.0, beta=1.0",24.5081,0.5509,0.5575,27.2292,0.0414,0.0595,0.0375,100,0.0001,mse
2026-04-29 04:49:14,mfn,4,9,"input_scale=256.0, alpha=6.0, beta=1.0",24.4744,0.5452,0.5620,27.1162,0.0418,0.0597,0.0374,100,0.0001,mse
2026-04-29 15:40:51,mfn,8,0,"input_scale=256.0, alpha=6.0, beta=1.0",14.4720,0.2780,0.8547,12.9783,0.1403,0.1890,0.0925,100,0.0001,mse
2026-04-29 15:47:51,mfn,8,1,"input_scale=256.0, alpha=6.0, beta=1.0",15.7215,0.2975,0.7337,15.0283,0.1242,0.1637,0.0876,100,0.0001,mse
2026-04-29 15:54:15,mfn,8,2,"input_scale=256.0, alpha=6.0, beta=1.0",14.3166,0.2568,0.7467,13.1511,0.1451,0.1924,0.1030,100,0.0001,mse
2026-04-29 16:00:59,mfn,8,3,"input_scale=256.0, alpha=6.0, beta=1.0",15.4541,0.2982,0.6857,15.0073,0.1270,0.1688,0.0959,100,0.0001,mse
2026-04-29 16:07:44,mfn,8,4,"input_scale=256.0, alpha=6.0, beta=1.0",15.6932,0.3124,0.7297,15.1684,0.1242,0.1642,0.0856,100,0.0001,mse
2026-04-29 16:14:20,mfn,8,5,"input_scale=256.0, alpha=6.0, beta=1.0",14.7612,0.2592,0.7789,13.4585,0.1376,0.1828,0.1000,100,0.0001,mse
2026-04-29 16:20:51,mfn,8,6,"input_scale=256.0, alpha=6.0, beta=1.0",15.1886,0.2936,0.7513,14.3678,0.1309,0.1740,0.0944,100,0.0001,mse
2026-04-29 16:27:39,mfn,8,7,"input_scale=256.0, alpha=6.0, beta=1.0",14.7538,0.2795,0.7838,13.6304,0.1364,0.1829,0.0912,100,0.0001,mse
2026-04-29 16:34:38,mfn,8,8,"input_scale=256.0, alpha=6.0, beta=1.0",15.5236,0.2941,0.6965,14.9820,0.1256,0.1674,0.0945,100,0.0001,mse
2026-04-29 16:40:53,mfn,8,9,"input_scale=256.0, alpha=6.0, beta=1.0",14.6367,0.2772,0.7719,13.5491,0.1391,0.1854,0.0941,100,0.0001,mse
2026-04-29 22:18:57,mfn,16,0,"input_scale=256.0, alpha=6.0, beta=1.0",9.8765,0.1986,0.9125,7.3000,0.2545,0.3208,0.1533,100,0.0001,mse
2026-04-29 22:26:13,mfn,16,1,"input_scale=256.0, alpha=6.0, beta=1.0",10.4777,0.2373,0.7713,8.9939,0.2388,0.2993,0.1482,100,0.0001,mse
2026-04-29 22:32:32,mfn,16,2,"input_scale=256.0, alpha=6.0, beta=1.0",9.3399,0.1013,0.7516,6.5955,0.2799,0.3412,0.1613,100,0.0001,mse
2026-04-29 22:40:19,mfn,16,3,"input_scale=256.0, alpha=6.0, beta=1.0",10.3187,0.2044,0.6644,9.0402,0.2482,0.3048,0.1564,100,0.0001,mse
2026-04-29 22:47:52,mfn,16,4,"input_scale=256.0, alpha=6.0, beta=1.0",11.0140,0.2953,0.7442,10.2463,0.2209,0.2814,0.1441,100,0.0001,mse
2026-04-29 22:52:55,mfn,16,5,"input_scale=256.0, alpha=6.0, beta=1.0",9.4971,0.0972,0.8186,6.3763,0.2758,0.3351,0.1611,100,0.0001,mse
2026-04-29 22:57:32,mfn,16,6,"input_scale=256.0, alpha=6.0, beta=1.0",10.4450,0.2339,0.7802,8.8830,0.2414,0.3004,0.1538,100,0.0001,mse
2026-04-29 23:02:58,mfn,16,7,"input_scale=256.0, alpha=6.0, beta=1.0",9.8117,0.1980,0.8274,7.6548,0.2556,0.3232,0.1501,100,0.0001,mse
2026-04-29 23:07:45,mfn,16,8,"input_scale=256.0, alpha=6.0, beta=1.0",10.4818,0.2287,0.6716,9.4108,0.2419,0.2992,0.1551,100,0.0001,mse
2026-04-29 23:12:21,mfn,16,9,"input_scale=256.0, alpha=6.0, beta=1.0",9.6652,0.1677,0.8096,7.2946,0.2623,0.3287,0.1510,100,0.0001,mse
2026-05-03 09:12:24,gauss,2,0,"input_scale=24.0, sigma=1.0",25.4957,0.6124,0.5495,28.8716,0.0332,0.0531,0.0394,100,0.001,mse
2026-05-03 09:28:41,gauss,2,1,"input_scale=24.0, sigma=1.0",25.6588,0.6231,0.5390,29.1942,0.0326,0.0521,0.0386,100,0.001,mse
2026-05-03 09:44:59,gauss,2,2,"input_scale=24.0, sigma=1.0",25.5363,0.6155,0.5474,28.9540,0.0330,0.0529,0.0393,100,0.001,mse
2026-05-03 10:01:13,gauss,2,3,"input_scale=24.0, sigma=1.0",25.5734,0.6183,0.5446,29.0335,0.0329,0.0526,0.0391,100,0.001,mse
2026-05-03 10:17:30,gauss,2,4,"input_scale=24.0, sigma=1.0",25.5118,0.6140,0.5509,28.8975,0.0331,0.0530,0.0393,100,0.001,mse
2026-05-03 10:33:48,gauss,2,5,"input_scale=24.0, sigma=1.0",25.5591,0.6164,0.5496,28.9756,0.0330,0.0527,0.0391,100,0.001,mse
2026-05-03 10:50:00,gauss,2,6,"input_scale=24.0, sigma=1.0",25.5126,0.6128,0.5507,28.8872,0.0332,0.0530,0.0393,100,0.001,mse
2026-05-03 11:06:14,gauss,2,7,"input_scale=24.0, sigma=1.0",25.5928,0.6180,0.5448,29.0492,0.0329,0.0525,0.0389,100,0.001,mse
2026-05-03 11:22:28,gauss,2,8,"input_scale=24.0, sigma=1.0",25.7242,0.6266,0.5358,29.3115,0.0324,0.0517,0.0383,100,0.001,mse
2026-05-03 11:38:43,gauss,2,9,"input_scale=24.0, sigma=1.0",25.3842,0.6049,0.5614,28.6260,0.0336,0.0538,0.0400,100,0.001,mse
2026-04-29 05:02:46,gauss,4,0,"input_scale=24.0, sigma=1.0",22.9322,0.5146,0.6399,24.8784,0.0476,0.0713,0.0504,100,0.001,mse
2026-04-29 05:19:53,gauss,4,1,"input_scale=24.0, sigma=1.0",23.6940,0.5310,0.6602,25.7036,0.0425,0.0654,0.0473,100,0.001,mse
2026-04-29 05:33:17,gauss,4,2,"input_scale=24.0, sigma=1.0",23.0921,0.5192,0.6427,25.0699,0.0462,0.0700,0.0500,100,0.001,mse
2026-04-29 05:47:18,gauss,4,3,"input_scale=24.0, sigma=1.0",22.9897,0.5169,0.6409,24.9542,0.0469,0.0709,0.0504,100,0.001,mse
2026-04-29 06:01:19,gauss,4,4,"input_scale=24.0, sigma=1.0",22.9246,0.5155,0.6381,24.8895,0.0474,0.0714,0.0507,100,0.001,mse
2026-04-29 06:16:51,gauss,4,5,"input_scale=24.0, sigma=1.0",23.2826,0.5222,0.6496,25.2568,0.0451,0.0685,0.0490,100,0.001,mse
2026-04-29 06:31:15,gauss,4,6,"input_scale=24.0, sigma=1.0",23.1973,0.5216,0.6500,25.1629,0.0454,0.0692,0.0496,100,0.001,mse
2026-04-29 06:44:55,gauss,4,7,"input_scale=24.0, sigma=1.0",23.1376,0.5190,0.6448,25.1033,0.0461,0.0697,0.0495,100,0.001,mse
2026-04-29 07:00:02,gauss,4,8,"input_scale=24.0, sigma=1.0",23.4521,0.5257,0.6517,25.4507,0.0441,0.0672,0.0482,100,0.001,mse
2026-04-29 07:13:51,gauss,4,9,"input_scale=24.0, sigma=1.0",22.8789,0.5153,0.6379,24.8425,0.0477,0.0718,0.0509,100,0.001,mse
2026-04-29 16:46:20,gauss,8,0,"input_scale=24.0, sigma=1.0",20.7612,0.4788,0.6282,22.4078,0.0649,0.0916,0.0603,100,0.001,mse
2026-04-29 16:52:09,gauss,8,1,"input_scale=24.0, sigma=1.0",20.9452,0.4823,0.6288,22.6244,0.0633,0.0897,0.0594,100,0.001,mse
2026-04-29 16:57:40,gauss,8,2,"input_scale=24.0, sigma=1.0",20.8457,0.4823,0.6279,22.5296,0.0641,0.0907,0.0600,100,0.001,mse
2026-04-29 17:03:11,gauss,8,3,"input_scale=24.0, sigma=1.0",20.7328,0.4794,0.6286,22.3832,0.0652,0.0919,0.0604,100,0.001,mse
2026-04-29 17:08:51,gauss,8,4,"input_scale=24.0, sigma=1.0",20.6644,0.4783,0.6284,22.3053,0.0655,0.0926,0.0611,100,0.001,mse
2026-04-29 17:14:12,gauss,8,5,"input_scale=24.0, sigma=1.0",20.7922,0.4826,0.6284,22.4758,0.0642,0.0913,0.0606,100,0.001,mse
2026-04-29 17:19:29,gauss,8,6,"input_scale=24.0, sigma=1.0",20.9736,0.4847,0.6299,22.6708,0.0628,0.0894,0.0595,100,0.001,mse
2026-04-29 17:24:48,gauss,8,7,"input_scale=24.0, sigma=1.0",20.7418,0.4785,0.6281,22.3860,0.0650,0.0918,0.0605,100,0.001,mse
2026-04-29 17:30:17,gauss,8,8,"input_scale=24.0, sigma=1.0",20.6757,0.4781,0.6285,22.3139,0.0655,0.0925,0.0610,100,0.001,mse
2026-04-29 17:36:02,gauss,8,9,"input_scale=24.0, sigma=1.0",20.6310,0.4788,0.6288,22.2756,0.0663,0.0930,0.0608,100,0.001,mse
2026-04-29 23:16:08,gauss,16,0,"input_scale=24.0, sigma=1.0",17.2635,0.4135,0.6377,18.2106,0.1087,0.1370,0.0763,100,0.001,mse
2026-04-29 23:20:08,gauss,16,1,"input_scale=24.0, sigma=1.0",17.4902,0.4200,0.6367,18.5065,0.1047,0.1335,0.0759,100,0.001,mse
2026-04-29 23:24:07,gauss,16,2,"input_scale=24.0, sigma=1.0",17.2679,0.4138,0.6380,18.2164,0.1085,0.1370,0.0765,100,0.001,mse
2026-04-29 23:28:08,gauss,16,3,"input_scale=24.0, sigma=1.0",17.3215,0.4163,0.6365,18.3016,0.1074,0.1361,0.0768,100,0.001,mse
2026-04-29 23:32:02,gauss,16,4,"input_scale=24.0, sigma=1.0",16.8596,0.4060,0.6382,17.7288,0.1146,0.1436,0.0790,100,0.001,mse
2026-04-29 23:36:01,gauss,16,5,"input_scale=24.0, sigma=1.0",17.3952,0.4170,0.6363,18.3838,0.1064,0.1350,0.0760,100,0.001,mse
2026-04-29 23:40:15,gauss,16,6,"input_scale=24.0, sigma=1.0",17.4800,0.4188,0.6357,18.4890,0.1050,0.1337,0.0760,100,0.001,mse
2026-04-29 23:44:16,gauss,16,7,"input_scale=24.0, sigma=1.0",17.5556,0.4242,0.6358,18.6187,0.1033,0.1325,0.0762,100,0.001,mse
2026-04-29 23:47:15,gauss,16,8,"input_scale=24.0, sigma=1.0",17.9290,0.4388,0.6320,19.1572,0.0962,0.1269,0.0767,100,0.001,mse
2026-04-29 23:50:02,gauss,16,9,"input_scale=24.0, sigma=1.0",17.7363,0.4287,0.6343,18.8515,0.1003,0.1298,0.0758,100,0.001,mse
2026-05-03 11:58:02,incode,2,0,scale=256,25.0404,0.5845,0.5898,27.9360,0.0350,0.0560,0.0417,100,0.0001,mse
2026-05-03 12:17:18,incode,2,1,scale=256,24.5529,0.5575,0.6324,26.9655,0.0376,0.0592,0.0436,100,0.0001,mse
2026-05-03 12:36:34,incode,2,2,scale=256,25.0513,0.5843,0.5882,27.9535,0.0350,0.0559,0.0416,100,0.0001,mse
2026-05-03 12:55:49,incode,2,3,scale=256,25.1391,0.5890,0.5875,28.0916,0.0346,0.0553,0.0412,100,0.0001,mse
2026-05-03 13:15:05,incode,2,4,scale=256,24.7537,0.5673,0.6220,27.3169,0.0364,0.0579,0.0429,100,0.0001,mse
2026-05-03 13:34:21,incode,2,5,scale=256,25.2890,0.5991,0.5680,28.4400,0.0339,0.0544,0.0405,100,0.0001,mse
2026-05-03 13:53:38,incode,2,6,scale=256,24.8899,0.5744,0.6076,27.5965,0.0358,0.0570,0.0423,100,0.0001,mse
2026-05-03 14:12:56,incode,2,7,scale=256,25.4254,0.6057,0.5644,28.6606,0.0334,0.0535,0.0399,100,0.0001,mse
2026-05-03 14:32:13,incode,2,8,scale=256,25.0394,0.5830,0.5896,27.9213,0.0351,0.0560,0.0416,100,0.0001,mse
2026-05-03 14:50:59,incode,2,9,scale=256,25.1615,0.5902,0.5842,28.1425,0.0345,0.0552,0.0411,100,0.0001,mse
2026-04-29 07:28:08,incode,4,0,scale=256,24.4793,0.5560,0.6376,26.8512,0.0380,0.0597,0.0439,100,0.0001,mse
2026-04-29 07:43:02,incode,4,1,scale=256,24.0099,0.5381,0.6591,26.0954,0.0408,0.0630,0.0457,100,0.0001,mse
2026-04-29 07:56:44,incode,4,2,scale=256,24.4261,0.5537,0.6434,26.7459,0.0383,0.0601,0.0441,100,0.0001,mse
2026-04-29 08:10:00,incode,4,3,scale=256,24.4715,0.5554,0.6417,26.8171,0.0380,0.0598,0.0439,100,0.0001,mse
2026-04-29 08:23:07,incode,4,4,scale=256,24.1869,0.5443,0.6578,26.3408,0.0396,0.0618,0.0452,100,0.0001,mse
2026-04-29 08:37:05,incode,4,5,scale=256,24.2357,0.5450,0.6599,26.3862,0.0395,0.0614,0.0447,100,0.0001,mse
2026-04-29 08:51:17,incode,4,6,scale=256,24.3380,0.5499,0.6494,26.5902,0.0387,0.0607,0.0445,100,0.0001,mse
2026-04-29 09:05:17,incode,4,7,scale=256,24.5116,0.5553,0.6472,26.8288,0.0380,0.0595,0.0436,100,0.0001,mse
2026-04-29 09:18:45,incode,4,8,scale=256,24.4301,0.5537,0.6394,26.7694,0.0383,0.0600,0.0441,100,0.0001,mse
2026-04-29 09:32:38,incode,4,9,scale=256,24.5049,0.5560,0.6401,26.8646,0.0380,0.0595,0.0437,100,0.0001,mse
2026-04-29 17:41:52,incode,8,0,scale=256,23.2696,0.5200,0.6644,25.1477,0.0456,0.0686,0.0486,100,0.0001,mse
2026-04-29 17:47:41,incode,8,1,scale=256,22.4056,0.5037,0.6421,24.2323,0.0520,0.0758,0.0519,100,0.0001,mse
2026-04-29 17:53:14,incode,8,2,scale=256,23.2264,0.5182,0.6662,25.0777,0.0460,0.0690,0.0486,100,0.0001,mse
2026-04-29 17:59:06,incode,8,3,scale=256,22.8940,0.5130,0.6475,24.7868,0.0482,0.0717,0.0501,100,0.0001,mse
2026-04-29 18:04:55,incode,8,4,scale=256,23.0913,0.5160,0.6551,24.9761,0.0469,0.0701,0.0492,100,0.0001,mse
2026-04-29 18:10:43,incode,8,5,scale=256,22.0690,0.4964,0.6326,23.8704,0.0549,0.0788,0.0532,100,0.0001,mse
2026-04-29 18:16:36,incode,8,6,scale=256,22.7420,0.5094,0.6446,24.6130,0.0493,0.0729,0.0507,100,0.0001,mse
2026-04-29 18:23:26,incode,8,7,scale=256,22.9888,0.5136,0.6506,24.8718,0.0476,0.0709,0.0498,100,0.0001,mse
2026-04-29 18:29:36,incode,8,8,scale=256,23.3318,0.5221,0.6640,25.2327,0.0452,0.0681,0.0482,100,0.0001,mse
2026-04-29 18:35:26,incode,8,9,scale=256,23.1990,0.5193,0.6538,25.1228,0.0461,0.0692,0.0490,100,0.0001,mse
2026-04-29 23:52:59,incode,16,0,scale=256,18.6114,0.4492,0.6288,19.9593,0.0859,0.1173,0.0741,100,0.0001,mse
2026-04-29 23:56:04,incode,16,1,scale=256,17.2760,0.4316,0.6319,18.4327,0.1022,0.1368,0.0843,100,0.0001,mse
2026-04-29 23:58:57,incode,16,2,scale=256,17.7894,0.4383,0.6303,19.0213,0.0961,0.1290,0.0800,100,0.0001,mse
2026-04-30 00:01:46,incode,16,3,scale=256,17.6373,0.4362,0.6314,18.8421,0.0980,0.1313,0.0809,100,0.0001,mse
2026-04-30 00:04:47,incode,16,4,scale=256,17.5819,0.4383,0.6303,18.8135,0.0986,0.1321,0.0816,100,0.0001,mse
2026-04-30 00:07:42,incode,16,5,scale=256,17.5056,0.4339,0.6314,18.6872,0.0999,0.1333,0.0817,100,0.0001,mse
2026-04-30 00:10:29,incode,16,6,scale=256,17.5354,0.4392,0.6301,18.7775,0.0983,0.1328,0.0830,100,0.0001,mse
2026-04-30 00:13:17,incode,16,7,scale=256,18.9826,0.4574,0.6283,20.4158,0.0814,0.1124,0.0717,100,0.0001,mse
2026-04-30 00:15:53,incode,16,8,scale=256,18.5068,0.4475,0.6293,19.8346,0.0869,0.1188,0.0751,100,0.0001,mse
2026-04-30 00:18:52,incode,16,9,scale=256,17.9370,0.4413,0.6291,19.2049,0.0941,0.1268,0.0788,100,0.0001,mse
2026-05-05 07:53:33,fourier,2,0,gamma=256,26.8871,0.7062,0.4537,31.6810,0.0288,0.0453,0.0327,100,0.0001,mse
2026-05-05 08:05:49,fourier,2,1,gamma=256,26.7622,0.6972,0.4591,31.4383,0.0293,0.0459,0.0332,100,0.0001,mse
2026-05-05 08:18:07,fourier,2,2,gamma=256,26.7952,0.7010,0.4559,31.5260,0.0291,0.0457,0.0331,100,0.0001,mse
2026-05-05 08:30:43,fourier,2,3,gamma=256,26.8267,0.7030,0.4540,31.5869,0.0290,0.0456,0.0330,100,0.0001,mse
2026-05-05 08:43:05,fourier,2,4,gamma=256,26.8133,0.7015,0.4563,31.5462,0.0291,0.0456,0.0330,100,0.0001,mse
2026-05-05 08:55:47,fourier,2,5,gamma=256,26.7306,0.6955,0.4616,31.3769,0.0293,0.0461,0.0334,100,0.0001,mse
2026-05-05 09:08:26,fourier,2,6,gamma=256,26.8072,0.7006,0.4566,31.5303,0.0291,0.0457,0.0331,100,0.0001,mse
2026-05-05 09:20:59,fourier,2,7,gamma=256,26.7698,0.7002,0.4560,31.4918,0.0291,0.0459,0.0333,100,0.0001,mse
2026-05-05 09:33:10,fourier,2,8,gamma=256,26.7460,0.6978,0.4564,31.4418,0.0292,0.0460,0.0334,100,0.0001,mse
2026-05-05 09:45:31,fourier,2,9,gamma=256,26.8982,0.7072,0.4511,31.7145,0.0288,0.0452,0.0326,100,0.0001,mse
2026-04-29 09:43:44,fourier,4,0,gamma=256,25.6714,0.6203,0.5130,29.3098,0.0335,0.0521,0.0376,100,0.0001,mse
2026-04-29 09:54:21,fourier,4,1,gamma=256,25.5806,0.6126,0.5207,29.1034,0.0339,0.0526,0.0379,100,0.0001,mse
2026-04-29 10:06:22,fourier,4,2,gamma=256,25.5857,0.6147,0.5192,29.1374,0.0338,0.0526,0.0380,100,0.0001,mse
2026-04-29 10:16:23,fourier,4,3,gamma=256,25.6094,0.6160,0.5162,29.1888,0.0337,0.0524,0.0379,100,0.0001,mse
2026-04-29 10:26:26,fourier,4,4,gamma=256,25.5829,0.6139,0.5198,29.1232,0.0339,0.0526,0.0379,100,0.0001,mse
2026-04-29 10:36:34,fourier,4,5,gamma=256,25.5675,0.6127,0.5221,29.0839,0.0339,0.0527,0.0380,100,0.0001,mse
2026-04-29 10:46:44,fourier,4,6,gamma=256,25.5796,0.6133,0.5226,29.0998,0.0338,0.0526,0.0380,100,0.0001,mse
2026-04-29 10:57:06,fourier,4,7,gamma=256,25.5918,0.6158,0.5177,29.1612,0.0337,0.0525,0.0380,100,0.0001,mse
2026-04-29 11:07:04,fourier,4,8,gamma=256,25.5511,0.6125,0.5212,29.0697,0.0339,0.0528,0.0382,100,0.0001,mse
2026-04-29 11:17:12,fourier,4,9,gamma=256,25.6534,0.6187,0.5166,29.2576,0.0336,0.0522,0.0376,100,0.0001,mse
2026-04-29 18:40:05,fourier,8,0,gamma=256,23.8738,0.5145,0.5964,26.0370,0.0438,0.0640,0.0427,100,0.0001,mse
2026-04-29 18:45:01,fourier,8,1,gamma=256,23.8271,0.5082,0.6020,25.8989,0.0442,0.0644,0.0429,100,0.0001,mse
2026-04-29 18:49:49,fourier,8,2,gamma=256,23.8672,0.5144,0.6040,25.9915,0.0438,0.0641,0.0429,100,0.0001,mse
2026-04-29 18:56:37,fourier,8,3,gamma=256,23.8121,0.5111,0.5995,25.9256,0.0442,0.0645,0.0429,100,0.0001,mse
2026-04-29 19:05:34,fourier,8,4,gamma=256,23.7733,0.5097,0.6002,25.8692,0.0446,0.0648,0.0428,100,0.0001,mse
2026-04-29 19:13:13,fourier,8,5,gamma=256,23.8738,0.5131,0.5975,26.0169,0.0438,0.0640,0.0429,100,0.0001,mse
2026-04-29 19:21:31,fourier,8,6,gamma=256,23.8210,0.5118,0.6048,25.9151,0.0442,0.0644,0.0429,100,0.0001,mse
2026-04-29 19:28:08,fourier,8,7,gamma=256,23.8827,0.5161,0.6014,26.0372,0.0437,0.0640,0.0429,100,0.0001,mse
2026-04-29 19:33:24,fourier,8,8,gamma=256,23.8582,0.5161,0.6016,26.0116,0.0438,0.0641,0.0430,100,0.0001,mse
2026-04-29 19:38:45,fourier,8,9,gamma=256,23.7937,0.5093,0.5972,25.9006,0.0445,0.0646,0.0427,100,0.0001,mse
2026-04-30 00:21:18,fourier,16,0,gamma=256,20.5226,0.3882,0.6600,21.1045,0.0720,0.0942,0.0540,100,0.0001,mse
2026-04-30 00:23:36,fourier,16,1,gamma=256,20.3101,0.3757,0.6629,20.7527,0.0737,0.0965,0.0556,100,0.0001,mse
2026-04-30 00:25:51,fourier,16,2,gamma=256,20.7112,0.3998,0.6659,21.3793,0.0701,0.0921,0.0532,100,0.0001,mse
2026-04-30 00:28:04,fourier,16,3,gamma=256,20.5780,0.3914,0.6609,21.1876,0.0714,0.0936,0.0541,100,0.0001,mse
2026-04-30 00:30:20,fourier,16,4,gamma=256,20.4677,0.3903,0.6602,21.0697,0.0720,0.0948,0.0553,100,0.0001,mse
2026-04-30 00:32:41,fourier,16,5,gamma=256,20.6247,0.3896,0.6606,21.2180,0.0707,0.0931,0.0539,100,0.0001,mse
2026-04-30 00:35:02,fourier,16,6,gamma=256,20.1810,0.3906,0.6649,20.7624,0.0757,0.0979,0.0551,100,0.0001,mse
2026-04-30 00:37:23,fourier,16,7,gamma=256,20.6479,0.3963,0.6601,21.3104,0.0707,0.0928,0.0537,100,0.0001,mse
2026-04-30 00:39:40,fourier,16,8,gamma=256,20.8055,0.4021,0.6608,21.5226,0.0690,0.0911,0.0532,100,0.0001,mse
2026-04-30 00:41:58,fourier,16,9,gamma=256,20.3515,0.3805,0.6672,20.8203,0.0734,0.0960,0.0552,100,0.0001,mse

